(3)|(2,(4, 3, 3, 0, 0, 1));(2,(2, 5, 0, 2, 4, 3));(3,(5, 2, 0, 3, 3, 3)),(4,(2, 2, 5, 0, 2, 2)),(1,(2, 5, 5, 5, 4, 2));(4,(5, 1, 4, 3, 0, 1)),(2,(5, 3, 4, 5, 0, 2)),(5,(1, 1, 0, 0, 1, 2));(1,(1, 1, 3, 4, 4, 5)),(3,(2, 0, 4, 5, 2, 3)),(1,(3, 2, 3, 4, 1, 4)),(3,(2, 0, 5, 1, 2, 3));(2,(0, 0, 1, 3, 1, 3)),(1,(5, 0, 5, 4, 1, 5))|42.55
(4)|(4,(0, 4, 5, 4, 0, 4)),(4,(3, 3, 2, 4, 4, 0)),(4,(0, 2, 0, 3, 1, 4)),(5,(3, 3, 3, 1, 3, 0));(5,(5, 1, 4, 2, 4, 0));(5,(0, 3, 5, 4, 0, 5)),(4,(3, 4, 5, 3, 5, 1)),(4,(1, 2, 4, 3, 2, 5)),(5,(3, 2, 0, 4, 0, 5));(4,(4, 0, 0, 0, 1, 0));(5,(0, 0, 3, 3, 3, 3)),(2,(0, 5, 4, 4, 1, 5)),(3,(1, 3, 2, 4, 5, 0)),(5,(4, 0, 4, 2, 0, 0));(4,(5, 1, 5, 5, 2, 0)),(4,(3, 5, 2, 2, 4, 4)),(2,(1, 3, 1, 5, 3, 5)),(1,(0, 4, 1, 4, 5, 0))|46.80
(1)|(2,(3, 1, 5, 3, 2, 1)),(2,(1, 4, 4, 3, 0, 2)),(3,(0, 5, 0, 3, 0, 2)),(3,(2, 5, 1, 2, 5, 1));(3,(2, 1, 2, 3, 5, 2)),(5,(5, 1, 1, 3, 1, 3));(5,(0, 1, 2, 0, 5, 3));(2,(0, 1, 1, 3, 3, 1)),(1,(2, 2, 5, 3, 0, 1)),(2,(5, 2, 3, 1, 0, 1)),(5,(2, 2, 4, 0, 2, 2));(5,(0, 2, 3, 3, 1, 0));(4,(4, 2, 3, 3, 3, 5)),(2,(2, 3, 0, 0, 5, 4)),(4,(5, 0, 3, 0, 1, 4)),(1,(5, 5, 5, 0, 5, 0))|37.80
(6)|(2,(0, 1, 4, 5, 5, 2)),(4,(1, 2, 5, 1, 0, 1)),(2,(3, 3, 3, 5, 5, 4)),(4,(4, 5, 4, 0, 1, 5));(5,(2, 4, 0, 1, 5, 4)),(3,(1, 5, 0, 3, 3, 5)),(1,(5, 3, 4, 0, 5, 3)),(2,(1, 1, 5, 3, 5, 1));(4,(1, 1, 4, 1, 2, 1));(1,(4, 2, 4, 2, 2, 4)),(3,(1, 1, 2, 4, 4, 5)),(1,(1, 0, 3, 1, 4, 5));(1,(4, 0, 0, 5, 4, 2)),(3,(1, 3, 0, 0, 3, 2)),(1,(0, 3, 2, 3, 5, 4)),(4,(1, 4, 2, 3, 2, 2));(4,(2, 1, 0, 5, 0, 5))|52.00
(7)|(4,(3, 3, 1, 4, 5, 5)),(4,(0, 4, 4, 4, 3, 5)),(5,(1, 3, 4, 2, 0, 4)),(5,(4, 1, 4, 4, 4, 0));(2,(0, 0, 0, 2, 3, 4));(3,(0, 5, 5, 2, 0, 1));(4,(5, 5, 5, 0, 1, 5)),(4,(5, 3, 3, 5, 2, 3)),(4,(4, 4, 3, 0, 4, 0)),(2,(1, 3, 1, 2, 0, 4));(3,(3, 5, 0, 2, 2, 0)),(1,(2, 4, 5, 0, 0, 3));(2,(2, 3, 3, 3, 5, 2)),(3,(5, 4, 5, 0, 0, 4)),(4,(3, 5, 4, 5, 3, 1)),(5,(1, 5, 5, 1, 1, 5))|49.95
(2)|(4,(1, 3, 3, 0, 2, 5)),(4,(3, 2, 3, 4, 0, 2)),(1,(1, 1, 1, 5, 5, 2)),(4,(5, 2, 1, 4, 3, 2));(4,(3, 3, 2, 5, 4, 5)),(5,(1, 0, 2, 1, 1, 3)),(4,(0, 0, 5, 3, 3, 5)),(5,(0, 1, 2, 0, 5, 1));(2,(4, 0, 0, 2, 3, 4)),(4,(5, 4, 0, 0, 2, 5)),(3,(2, 0, 0, 4, 3, 1));(1,(4, 1, 2, 3, 5, 1)),(4,(4, 5, 4, 1, 3, 3));(3,(1, 0, 0, 4, 1, 0));(4,(1, 0, 1, 3, 3, 1)),(5,(1, 5, 4, 2, 4, 0)),(2,(2, 2, 5, 1, 0, 0)),(1,(5, 2, 4, 1, 5, 0))|44.00
(7)|(1,(0, 1, 1, 5, 4, 5));(3,(2, 0, 0, 0, 4, 5)),(2,(3, 4, 4, 0, 2, 3)),(2,(1, 3, 1, 3, 3, 1));(3,(3, 4, 1, 1, 3, 5)),(2,(2, 4, 4, 1, 5, 4));(4,(2, 4, 2, 0, 0, 3)),(2,(1, 2, 1, 1, 3, 3)),(4,(2, 0, 0, 3, 1, 0)),(3,(2, 4, 4, 5, 5, 2));(1,(0, 2, 4, 4, 4, 0)),(2,(2, 5, 3, 2, 0, 4)),(1,(2, 3, 1, 2, 5, 0));(1,(4, 5, 1, 1, 2, 3)),(4,(2, 0, 4, 2, 4, 3))|49.95
(4)|(2,(4, 2, 4, 4, 1, 4)),(3,(1, 3, 5, 3, 4, 1));(4,(3, 2, 1, 5, 1, 1)),(4,(5, 0, 0, 4, 4, 4)),(1,(2, 2, 0, 5, 4, 4));(5,(4, 0, 4, 4, 0, 5)),(2,(1, 3, 3, 2, 1, 4));(2,(2, 2, 2, 3, 1, 1)),(1,(1, 3, 0, 2, 0, 3)),(5,(3, 4, 5, 2, 1, 0));(3,(2, 0, 1, 5, 0, 4));(5,(3, 5, 4, 0, 2, 4)),(1,(1, 1, 4, 4, 5, 3)),(3,(1, 0, 0, 4, 2, 5)),(4,(1, 1, 1, 4, 2, 2))|40.80
(4)|(4,(3, 4, 5, 0, 2, 4));(2,(2, 1, 1, 4, 2, 2)),(2,(4, 3, 3, 2, 0, 5)),(3,(2, 4, 0, 3, 1, 5)),(2,(0, 4, 2, 3, 1, 1));(4,(1, 5, 1, 4, 4, 5));(4,(1, 4, 5, 3, 1, 4));(1,(1, 4, 3, 5, 2, 2)),(3,(0, 1, 1, 5, 1, 5)),(2,(4, 3, 4, 5, 0, 0));(2,(5, 0, 1, 4, 1, 1)),(2,(4, 0, 1, 1, 0, 2)),(2,(0, 4, 5, 4, 4, 5)),(3,(3, 4, 2, 0, 5, 3))|43.20
(7)|(3,(4, 1, 2, 4, 1, 3)),(5,(2, 0, 0, 2, 1, 4)),(3,(1, 1, 2, 2, 2, 4));(2,(2, 4, 2, 3, 3, 0)),(5,(4, 0, 0, 4, 1, 2));(4,(0, 3, 5, 3, 1, 3)),(1,(5, 4, 1, 1, 0, 1)),(3,(0, 4, 5, 3, 2, 1)),(5,(4, 1, 0, 3, 5, 4));(1,(3, 2, 0, 1, 0, 4)),(5,(5, 2, 1, 1, 2, 2)),(4,(5, 1, 2, 5, 1, 5));(4,(5, 3, 4, 3, 4, 5)),(1,(4, 4, 3, 3, 1, 5)),(4,(5, 3, 2, 5, 1, 2));(1,(4, 3, 2, 2, 1, 1)),(1,(5, 1, 5, 3, 3, 4)),(1,(5, 2, 3, 0, 5, 0))|56.70
(5)|(3,(0, 2, 4, 4, 0, 3)),(3,(1, 5, 4, 4, 2, 2)),(2,(4, 4, 3, 0, 2, 4)),(1,(4, 5, 5, 2, 3, 5));(3,(2, 5, 1, 3, 0, 3)),(4,(5, 3, 0, 3, 2, 4)),(3,(4, 3, 1, 0, 5, 3));(4,(4, 4, 1, 5, 1, 0));(4,(2, 5, 0, 5, 2, 2)),(3,(1, 2, 3, 2, 0, 2)),(4,(0, 5, 4, 4, 1, 0)),(1,(4, 4, 3, 0, 0, 2));(1,(2, 2, 4, 1, 2, 2)),(1,(5, 2, 3, 3, 3, 4));(5,(3, 3, 3, 3, 4, 1)),(4,(5, 4, 5, 4, 0, 3))|50.00
(4)|(5,(5, 4, 4, 4, 3, 5)),(1,(2, 5, 0, 0, 3, 0)),(5,(1, 2, 0, 2, 0, 2)),(5,(2, 2, 1, 5, 0, 2));(5,(0, 5, 5, 1, 0, 4));(5,(5, 1, 2, 0, 2, 5)),(5,(1, 1, 5, 1, 5, 1)),(5,(3, 5, 5, 0, 1, 2));(2,(5, 2, 1, 5, 4, 3)),(4,(5, 0, 2, 5, 4, 3)),(1,(0, 5, 0, 3, 0, 5));(2,(4, 1, 1, 5, 2, 3));(2,(1, 5, 5, 2, 0, 2)),(1,(5, 1, 4, 0, 2, 4)),(5,(1, 2, 4, 1, 1, 4)),(2,(5, 0, 4, 1, 3, 4))|49.20
(5)|(4,(1, 1, 3, 3, 0, 3)),(2,(0, 4, 0, 1, 0, 5)),(2,(0, 3, 4, 5, 3, 1)),(1,(1, 2, 4, 2, 2, 2));(1,(2, 3, 1, 3, 2, 0)),(4,(5, 2, 3, 2, 2, 1)),(1,(4, 2, 1, 5, 3, 0)),(1,(5, 3, 4, 1, 5, 3));(2,(1, 2, 4, 1, 4, 4)),(2,(3, 1, 3, 5, 2, 4));(5,(4, 0, 5, 1, 0, 2));(3,(5, 0, 5, 1, 0, 3)),(5,(0, 4, 0, 5, 1, 3)),(5,(4, 1, 4, 3, 4, 2)),(4,(4, 4, 2, 1, 1, 4));(1,(2, 1, 2, 5, 2, 4))|46.25
(6)|(4,(1, 0, 1, 1, 5, 1)),(5,(2, 0, 0, 2, 5, 0)),(3,(3, 3, 3, 0, 4, 4)),(1,(1, 4, 1, 0, 5, 2));(2,(2, 1, 3, 5, 1, 1)),(1,(3, 3, 4, 3, 1, 3)),(2,(4, 1, 2, 5, 2, 0));(3,(3, 1, 0, 4, 1, 2)),(3,(0, 0, 1, 4, 3, 2)),(1,(3, 1, 2, 3, 4, 3)),(1,(5, 2, 0, 2, 4, 5));(5,(3, 2, 3, 2, 2, 5)),(3,(4, 5, 5, 1, 0, 1)),(2,(4, 5, 5, 4, 4, 2)),(3,(4, 5, 0, 4, 0, 2));(4,(5, 1, 1, 5, 3, 4)),(5,(3, 1, 4, 3, 3, 2)),(4,(4, 4, 1, 4, 0, 3));(5,(2, 1, 0, 0, 5, 3)),(3,(2, 0, 1, 3, 5, 1))|57.20
(3)|(1,(1, 0, 0, 4, 1, 3)),(4,(2, 4, 1, 0, 1, 3));(3,(4, 1, 4, 3, 1, 4)),(4,(2, 2, 2, 1, 2, 4)),(2,(3, 4, 1, 3, 1, 0));(3,(3, 4, 4, 5, 1, 1)),(4,(1, 2, 3, 4, 0, 5)),(2,(3, 0, 0, 1, 3, 5)),(4,(0, 1, 5, 3, 1, 3));(3,(3, 2, 0, 3, 5, 2)),(4,(2, 2, 5, 2, 1, 0)),(3,(0, 4, 3, 4, 0, 3)),(5,(0, 2, 5, 0, 2, 5));(4,(4, 0, 4, 0, 1, 0)),(2,(0, 5, 1, 0, 2, 0)),(1,(2, 0, 3, 4, 4, 5));(4,(1, 1, 5, 3, 2, 4)),(3,(4, 4, 3, 2, 1, 5)),(2,(5, 4, 2, 5, 0, 4))|44.85
(0)|(4,(4, 5, 4, 2, 2, 1));(3,(1, 2, 0, 4, 2, 3)),(1,(4, 1, 0, 5, 3, 0)),(4,(3, 2, 3, 4, 0, 1)),(3,(3, 0, 1, 5, 0, 0));(5,(2, 1, 2, 2, 5, 1)),(2,(4, 1, 3, 0, 3, 5)),(2,(0, 2, 2, 3, 0, 4)),(4,(3, 0, 0, 4, 4, 2));(4,(4, 1, 5, 2, 3, 4)),(1,(2, 2, 2, 5, 0, 4));(1,(2, 2, 4, 5, 5, 5)),(3,(3, 0, 0, 4, 3, 3)),(5,(4, 4, 0, 0, 3, 1));(4,(5, 3, 4, 4, 5, 4)),(1,(4, 1, 4, 3, 2, 2)),(2,(0, 5, 2, 1, 0, 5)),(1,(4, 0, 1, 1, 0, 0))|43.00
(1)|(3,(5, 1, 5, 1, 0, 0)),(5,(4, 4, 2, 5, 2, 5));(4,(3, 3, 2, 0, 3, 5)),(1,(3, 5, 2, 0, 4, 2)),(2,(3, 3, 2, 2, 0, 3)),(4,(2, 1, 0, 3, 3, 0));(3,(2, 0, 4, 0, 4, 4)),(3,(0, 3, 3, 0, 5, 3)),(5,(1, 1, 3, 2, 0, 2));(3,(5, 2, 0, 0, 2, 2)),(5,(3, 2, 2, 3, 5, 2)),(4,(0, 4, 0, 4, 5, 1));(5,(4, 2, 5, 1, 4, 4)),(1,(4, 2, 0, 1, 4, 3));(4,(0, 5, 4, 2, 1, 3)),(4,(4, 0, 5, 4, 3, 4)),(4,(3, 5, 5, 4, 4, 4))|44.10
(3)|(5,(2, 4, 2, 1, 5, 0)),(4,(5, 5, 2, 3, 5, 4)),(5,(0, 0, 0, 0, 4, 5));(4,(3, 1, 2, 0, 1, 4));(1,(1, 2, 3, 4, 4, 4)),(1,(1, 5, 2, 4, 2, 1)),(5,(4, 1, 4, 0, 5, 0));(4,(1, 1, 4, 4, 4, 3)),(5,(4, 2, 3, 4, 2, 4)),(1,(1, 1, 2, 0, 1, 1)),(1,(3, 3, 3, 4, 0, 4));(1,(2, 5, 2, 1, 4, 2)),(5,(4, 4, 1, 3, 2, 1));(3,(0, 0, 1, 4, 0, 4)),(1,(1, 2, 5, 2, 4, 2))|44.85
(8)|(1,(3, 4, 5, 2, 5, 5)),(3,(4, 2, 1, 2, 2, 1)),(1,(3, 5, 2, 3, 2, 2)),(5,(5, 5, 1, 1, 1, 2));(1,(1, 2, 5, 2, 0, 4));(1,(4, 2, 0, 5, 2, 0));(4,(2, 3, 1, 3, 1, 4)),(5,(3, 3, 4, 1, 5, 4)),(5,(1, 0, 3, 5, 5, 5)),(4,(3, 0, 4, 4, 5, 0));(3,(5, 2, 3, 0, 1, 0)),(5,(4, 0, 5, 0, 0, 0));(1,(2, 2, 2, 4, 3, 0)),(4,(5, 0, 3, 0, 5, 1)),(3,(2, 0, 4, 1, 3, 1)),(3,(0, 0, 2, 5, 5, 3))|56.00
(6)|(2,(0, 5, 2, 3, 3, 1)),(1,(5, 0, 4, 2, 5, 3)),(1,(0, 5, 3, 1, 1, 5));(4,(1, 2, 4, 3, 0, 0)),(3,(0, 5, 2, 2, 5, 5)),(4,(4, 2, 0, 1, 1, 3));(2,(0, 0, 1, 2, 0, 4));(1,(2, 2, 2, 0, 4, 0));(5,(1, 5, 0, 5, 0, 4)),(3,(4, 2, 2, 0, 0, 5));(3,(4, 2, 2, 1, 5, 2)),(2,(3, 4, 5, 5, 0, 4))|42.90
(9)|(1,(1, 4, 2, 4, 4, 2)),(2,(5, 5, 4, 0, 4, 0));(5,(2, 0, 3, 5, 0, 2)),(2,(3, 0, 2, 2, 3, 1)),(5,(2, 1, 1, 1, 2, 2));(1,(4, 3, 4, 5, 1, 5)),(3,(5, 3, 0, 3, 4, 0));(4,(3, 5, 3, 0, 4, 2)),(3,(3, 0, 2, 3, 2, 4)),(4,(1, 3, 4, 4, 1, 5));(3,(1, 3, 3, 5, 1, 0)),(4,(4, 4, 0, 2, 5, 4));(4,(3, 3, 1, 4, 2, 3)),(5,(5, 0, 0, 0, 1, 2)),(4,(3, 3, 2, 3, 1, 5)),(4,(4, 3, 1, 1, 0, 2))|55.10
(1)|(1,(1, 1, 0, 4, 4, 0)),(3,(4, 1, 3, 0, 2, 1)),(4,(5, 0, 2, 2, 2, 2));(5,(1, 5, 1, 2, 5, 2)),(2,(1, 1, 5, 2, 3, 2)),(1,(4, 1, 1, 4, 3, 4)),(1,(4, 0, 2, 5, 3, 3));(2,(5, 3, 0, 5, 4, 1)),(3,(2, 2, 1, 1, 2, 4)),(4,(0, 3, 5, 4, 5, 1)),(4,(0, 3, 0, 3, 2, 1));(2,(0, 0, 5, 0, 5, 2)),(5,(5, 2, 4, 0, 5, 1)),(5,(0, 3, 2, 3, 1, 4));(1,(1, 2, 5, 4, 4, 1));(1,(0, 2, 3, 0, 3, 4)),(2,(1, 2, 2, 0, 1, 5)),(2,(2, 3, 4, 3, 2, 5))|38.85
(0)|(1,(2, 5, 5, 4, 4, 5)),(3,(3, 1, 3, 4, 4, 0)),(1,(0, 3, 0, 0, 1, 3));(3,(5, 4, 3, 1, 2, 1)),(2,(5, 5, 5, 0, 1, 3)),(2,(5, 1, 3, 1, 0, 0)),(4,(3, 0, 4, 1, 5, 0));(1,(4, 3, 5, 0, 1, 2)),(5,(1, 1, 4, 1, 2, 2)),(4,(5, 4, 4, 3, 2, 2));(5,(1, 1, 4, 5, 2, 3)),(3,(5, 2, 3, 5, 0, 0)),(4,(5, 1, 1, 2, 5, 5));(5,(3, 0, 5, 4, 0, 4));(5,(1, 4, 1, 1, 3, 0))|40.00
(6)|(5,(3, 1, 3, 3, 2, 3));(1,(4, 4, 0, 1, 0, 2)),(2,(1, 1, 5, 2, 1, 5)),(2,(0, 3, 5, 5, 5, 0));(3,(3, 1, 0, 3, 4, 0)),(1,(1, 4, 2, 5, 5, 2));(1,(0, 5, 5, 2, 2, 0)),(1,(1, 5, 5, 3, 4, 1)),(1,(1, 3, 5, 0, 2, 3)),(5,(3, 4, 2, 1, 3, 5));(3,(3, 1, 0, 1, 1, 5)),(3,(1, 0, 5, 2, 5, 0)),(3,(4, 4, 5, 5, 5, 5)),(3,(5, 0, 4, 1, 1, 2));(4,(1, 5, 5, 4, 5, 2)),(4,(0, 1, 1, 4, 4, 5))|57.20
(4)|(2,(5, 3, 0, 5, 2, 3));(4,(3, 5, 0, 3, 5, 5)),(2,(0, 2, 4, 1, 0, 5));(5,(1, 5, 3, 0, 0, 5));(5,(1, 3, 2, 2, 2, 0)),(1,(2, 0, 4, 4, 3, 5)),(3,(0, 0, 3, 0, 5, 4)),(4,(4, 4, 5, 2, 0, 1));(2,(2, 3, 2, 5, 3, 5)),(5,(2, 0, 5, 5, 2, 4));(2,(5, 0, 4, 2, 2, 2)),(5,(1, 0, 2, 2, 5, 0)),(1,(2, 5, 0, 2, 2, 5)),(5,(5, 3, 1, 0, 2, 2))|42.00
(1)|(3,(2, 1, 2, 5, 2, 5)),(3,(5, 1, 3, 1, 2, 0)),(5,(3, 4, 1, 0, 2, 0));(2,(3, 1, 4, 5, 2, 0));(1,(5, 3, 0, 0, 4, 1)),(1,(0, 4, 2, 4, 0, 5)),(1,(4, 2, 4, 3, 2, 1)),(2,(1, 5, 2, 4, 3, 5));(2,(5, 2, 5, 1, 3, 2)),(4,(5, 5, 5, 4, 4, 4)),(5,(1, 5, 3, 0, 0, 1)),(5,(1, 4, 1, 1, 1, 4));(4,(4, 2, 2, 5, 5, 4)),(5,(5, 5, 2, 3, 0, 3));(4,(0, 5, 5, 5, 4, 3)),(2,(4, 3, 5, 2, 1, 3)),(2,(3, 1, 0, 4, 3, 4))|46.20
(9)|(2,(4, 1, 4, 5, 0, 0)),(1,(5, 3, 4, 5, 5, 2));(5,(3, 5, 5, 0, 1, 2));(4,(1, 1, 2, 1, 3, 2)),(5,(2, 0, 3, 2, 1, 2)),(1,(3, 2, 0, 0, 5, 2));(5,(1, 4, 1, 2, 2, 5)),(4,(2, 0, 0, 1, 3, 5)),(3,(0, 3, 0, 5, 2, 2)),(5,(5, 0, 1, 1, 3, 4));(3,(5, 3, 2, 2, 2, 0)),(4,(2, 0, 5, 5, 3, 4));(3,(0, 3, 4, 4, 3, 3)),(3,(4, 5, 2, 0, 4, 5)),(1,(0, 3, 0, 5, 3, 1))|56.55
(0)|(3,(1, 0, 3, 1, 2, 3)),(1,(1, 2, 5, 0, 5, 3));(3,(4, 4, 2, 2, 4, 2)),(4,(5, 5, 3, 2, 3, 1));(3,(4, 5, 3, 5, 5, 0)),(1,(5, 0, 4, 2, 1, 3)),(2,(0, 5, 0, 4, 5, 1)),(3,(2, 3, 3, 4, 3, 4));(3,(2, 5, 5, 4, 4, 5));(3,(4, 1, 5, 3, 4, 0));(4,(2, 1, 0, 2, 4, 4)),(3,(1, 5, 3, 1, 3, 3)),(5,(3, 5, 1, 4, 3, 3)),(4,(4, 4, 3, 0, 2, 1))|39.00
(1)|(4,(4, 5, 5, 3, 0, 4)),(2,(1, 2, 3, 5, 1, 3)),(5,(0, 2, 4, 1, 1, 3));(5,(4, 1, 2, 1, 1, 2)),(2,(2, 3, 0, 4, 2, 1)),(2,(5, 3, 5, 0, 0, 5)),(2,(5, 2, 4, 2, 1, 5));(3,(0, 5, 2, 1, 5, 3)),(1,(1, 1, 0, 4, 4, 0));(1,(5, 4, 0, 2, 4, 1)),(2,(3, 0, 2, 0, 4, 5)),(1,(3, 4, 1, 3, 3, 5));(1,(5, 2, 3, 0, 3, 5)),(1,(2, 4, 4, 0, 4, 4)),(1,(2, 1, 5, 5, 4, 4)),(4,(1, 5, 5, 3, 4, 1));(3,(4, 4, 4, 4, 5, 5)),(2,(5, 0, 0, 1, 5, 4)),(4,(3, 4, 4, 3, 3, 4))|47.25
(2)|(1,(2, 2, 0, 0, 4, 0));(3,(5, 1, 1, 4, 1, 3)),(1,(4, 1, 5, 1, 4, 5)),(3,(0, 1, 4, 3, 4, 4));(4,(3, 2, 4, 2, 1, 4));(1,(4, 0, 0, 3, 0, 0)),(2,(4, 2, 2, 4, 1, 2)),(3,(0, 0, 0, 2, 2, 0)),(1,(0, 2, 5, 5, 5, 0));(2,(3, 2, 0, 5, 1, 5)),(3,(3, 4, 1, 2, 1, 0)),(3,(1, 2, 3, 3, 1, 1));(2,(3, 2, 1, 0, 2, 1)),(2,(2, 0, 2, 1, 0, 5)),(3,(4, 2, 5, 3, 5, 5)),(4,(5, 1, 5, 0, 3, 5))|44.00
(8)|(1,(4, 5, 1, 0, 4, 3));(1,(4, 3, 2, 4, 4, 2)),(4,(1, 4, 0, 1, 5, 4));(2,(0, 1, 3, 4, 1, 4));(2,(0, 0, 2, 0, 0, 5));(5,(0, 4, 4, 4, 3, 2)),(4,(3, 0, 3, 4, 0, 0));(1,(0, 5, 3, 0, 3, 4))|37.80
(0)|(5,(4, 4, 1, 0, 5, 0)),(5,(3, 0, 3, 0, 1, 0));(2,(1, 2, 3, 1, 4, 4)),(1,(1, 0, 4, 4, 0, 1)),(1,(1, 3, 1, 5, 4, 1)),(1,(4, 5, 0, 2, 1, 1));(4,(5, 2, 4, 0, 2, 5)),(1,(0, 5, 2, 3, 1, 4)),(3,(3, 4, 2, 4, 2, 3));(2,(1, 2, 0, 5, 4, 2)),(2,(5, 1, 3, 0, 3, 2));(5,(1, 1, 1, 1, 4, 1)),(2,(3, 0, 4, 2, 5, 2));(5,(5, 0, 3, 1, 2, 0)),(1,(4, 2, 4, 1, 2, 1)),(1,(4, 0, 3, 2, 3, 5))|34.00
(2)|(4,(4, 2, 0, 2, 0, 4)),(4,(3, 2, 5, 3, 5, 0));(2,(2, 2, 1, 4, 1, 3)),(4,(3, 4, 5, 3, 1, 5));(5,(0, 5, 4, 1, 5, 1));(3,(3, 5, 1, 2, 5, 4)),(5,(2, 4, 2, 1, 1, 1)),(1,(3, 4, 5, 3, 3, 4)),(4,(0, 1, 4, 1, 0, 5));(3,(2, 3, 4, 5, 1, 3)),(2,(2, 5, 5, 3, 2, 5)),(1,(3, 4, 0, 3, 2, 4)),(5,(5, 2, 0, 5, 2, 2));(5,(4, 0, 1, 2, 2, 3))|39.60
(4)|(4,(3, 5, 0, 5, 5, 4));(4,(3, 2, 5, 4, 1, 0)),(2,(3, 0, 3, 2, 2, 5)),(3,(3, 5, 0, 0, 3, 1));(5,(1, 4, 5, 3, 3, 2)),(4,(0, 5, 4, 0, 5, 2)),(2,(1, 5, 2, 5, 1, 5)),(4,(5, 0, 5, 3, 0, 2));(2,(5, 4, 5, 5, 2, 3));(4,(0, 1, 1, 2, 0, 4)),(3,(1, 5, 1, 0, 2, 0)),(2,(4, 2, 4, 5, 4, 5)),(1,(2, 5, 5, 5, 0, 0));(2,(4, 3, 1, 2, 1, 1)),(2,(3, 3, 4, 2, 1, 1))|46.80
(7)|(1,(0, 1, 2, 0, 0, 0)),(5,(4, 3, 2, 4, 5, 1));(3,(1, 0, 3, 4, 1, 1)),(4,(4, 5, 4, 3, 5, 0)),(1,(0, 5, 4, 4, 5, 5)),(1,(0, 2, 0, 0, 1, 0));(1,(3, 0, 4, 1, 3, 4)),(2,(5, 1, 1, 3, 4, 3)),(5,(4, 1, 0, 0, 0, 1));(3,(1, 5, 2, 5, 5, 3)),(1,(0, 0, 2, 0, 3, 5));(4,(3, 1, 4, 1, 0, 3)),(3,(2, 0, 1, 3, 1, 3)),(2,(2, 4, 3, 1, 1, 4));(1,(5, 2, 3, 4, 5, 2)),(2,(5, 3, 0, 4, 5, 1))|52.65
(0)|(4,(2, 3, 1, 3, 4, 2));(5,(4, 3, 5, 1, 3, 3)),(2,(5, 3, 2, 3, 5, 0)),(3,(0, 4, 2, 1, 2, 1));(4,(5, 0, 0, 3, 1, 0)),(3,(4, 0, 5, 0, 4, 3));(3,(3, 0, 2, 1, 2, 5));(3,(2, 1, 5, 3, 2, 5)),(1,(3, 4, 3, 2, 1, 1)),(2,(5, 0, 3, 3, 2, 4));(3,(5, 4, 0, 0, 3, 3)),(4,(0, 1, 0, 5, 1, 4)),(5,(0, 4, 2, 5, 4, 1)),(1,(1, 4, 2, 2, 0, 0))|33.00
(1)|(2,(3, 5, 3, 3, 5, 4)),(3,(1, 0, 0, 1, 0, 5));(3,(1, 2, 3, 5, 1, 1));(4,(2, 0, 2, 2, 4, 4)),(5,(0, 2, 1, 0, 2, 0)),(3,(5, 5, 5, 4, 0, 2));(3,(5, 0, 3, 0, 4, 1)),(5,(0, 4, 4, 5, 3, 0));(4,(2, 4, 5, 1, 2, 3)),(5,(3, 2, 3, 5, 3, 4));(1,(3, 1, 0, 3, 1, 4)),(1,(3, 5, 1, 3, 0, 1)),(4,(2, 0, 2, 5, 1, 3)),(3,(4, 4, 4, 0, 4, 5))|38.85
(8)|(2,(0, 3, 1, 3, 2, 5));(2,(3, 5, 3, 0, 5, 3)),(5,(0, 1, 0, 2, 5, 5)),(5,(4, 1, 1, 4, 2, 4));(3,(2, 0, 2, 4, 2, 3)),(2,(3, 2, 3, 1, 5, 0)),(4,(3, 5, 5, 0, 3, 0));(1,(5, 5, 5, 2, 0, 3)),(1,(2, 4, 5, 0, 0, 3));(5,(4, 0, 4, 4, 0, 2)),(1,(5, 4, 0, 1, 1, 0));(5,(2, 1, 3, 1, 4, 1))|44.80
(8)|(5,(4, 0, 5, 1, 2, 3)),(5,(4, 1, 3, 2, 5, 0));(5,(3, 4, 1, 3, 4, 2)),(2,(3, 3, 2, 5, 5, 1)),(1,(1, 3, 5, 4, 5, 2)),(1,(1, 4, 0, 4, 5, 4));(2,(0, 5, 3, 2, 2, 2)),(2,(2, 1, 3, 3, 2, 1));(4,(5, 2, 1, 5, 2, 3));(2,(5, 0, 2, 0, 5, 4)),(2,(1, 3, 4, 5, 2, 1)),(4,(3, 1, 0, 5, 1, 1)),(4,(0, 5, 2, 2, 2, 2));(1,(3, 5, 2, 2, 4, 0)),(1,(0, 0, 5, 1, 1, 2)),(1,(2, 2, 0, 0, 5, 5)),(5,(5, 5, 2, 4, 0, 1))|51.80
(2)|(4,(4, 2, 0, 4, 4, 1));(3,(0, 0, 2, 4, 0, 0));(4,(0, 3, 0, 0, 5, 0)),(2,(0, 1, 4, 1, 5, 4));(3,(3, 4, 4, 0, 5, 4)),(5,(5, 3, 2, 5, 5, 3)),(5,(5, 1, 5, 3, 0, 2));(2,(0, 0, 5, 0, 4, 0)),(4,(5, 2, 1, 3, 1, 5)),(5,(2, 4, 2, 0, 0, 1));(3,(1, 0, 1, 0, 4, 2))|37.40
